Id,transcription,normalized_transcription
2822.wav,Suddenly my reflexes are gone,suddenly my reflexes are gone
2823.wav,I'm willing to experiment for the first time,im willing to experiment for the first time
2824.wav,short,short
2825.wav,sicker,sicker
2826.wav,back,back
2827.wav,gash,gash
2828.wav,three,three
2829.wav,sin,sin
2830.wav,sheet,sheet
2831.wav,Those musicians harmonize marvelously,those musicians harmonize marvelously
2832.wav,slicker,slicker
2833.wav,Nobody really expects to evacuate,nobody really expects to evacuate
2834.wav,dug,dug
2835.wav,to,to
2836.wav,me,me
2837.wav,select,select
2838.wav,Catastrophic economic cutbacks neglect the poor,catastrophic economic cutbacks neglect the poor
2839.wav,geese,geese
2840.wav,left,left
2841.wav,The little girls cut lacy valentines,the little girls cut lacy valentines
2842.wav,steak,steak
2843.wav,We just didn't look good,we just didnt look good
2844.wav,ticker,ticker
2845.wav,temper,temper
2846.wav,neat,neat
2847.wav,coat,coat
2848.wav,Most young rise early every morning,most young rise early every morning
2849.wav,one,one
2850.wav,rock,rock
2851.wav,bill,bill
2852.wav,wicked,wicked
2853.wav,Critical equipment needs proper maintenance,critical equipment needs proper maintenance
2854.wav,and,and
2855.wav,bender,bender
2856.wav,pork,pork
2857.wav,red,red
2858.wav,no,no
2859.wav,feet,feet
2860.wav,bitter,bitter
2861.wav,fork,fork
2862.wav,I haven't seen that friend for years,i havent seen that friend for years
2863.wav,sitter,sitter
2864.wav,no,no
2865.wav,I haven't seen that friend for years,i havent seen that friend for years
2866.wav,We have an excellent team,we have an excellent team
2867.wav,tort,tort
2868.wav,Her dark hair is combed casually,her dark hair is combed casually
2869.wav,zero,zero
2870.wav,There was only one decision to be made,there was only one decision to be made
2871.wav,steak,steak
2872.wav,snort,snort
2873.wav,quart,quart
2874.wav,lake,lake
2875.wav,gill,gill
2876.wav,said,said
2877.wav,sip,sip
2878.wav,I scream to warm up my voice,i scream to warm up my voice
2879.wav,four,four
2880.wav,chop,chop
2881.wav,slicker,slicker
2882.wav,sketch,sketch
2883.wav,wicked,wicked
2884.wav,The little girls cut lacy valentines,the little girls cut lacy valentines
2885.wav,spit,spit
2886.wav,sport,sport
2887.wav,That pickpocket was caught redhanded,that pickpocket was caught redhanded
2888.wav,see,see
2889.wav,It requires no big investment,it requires no big investment
2890.wav,ship,ship
2891.wav,dead,dead
2892.wav,rest,rest
2893.wav,Only the most accomplished artists obtain popularity,only the most accomplished artists obtain popularity
2894.wav,no,no
2895.wav,Young people participate in athletic activities,young people participate in athletic activities
2896.wav,three,three
2897.wav,reap,reap
2898.wav,sew,sew
2899.wav,Addition and subtraction are learned skills,addition and subtraction are learned skills
2900.wav,leak,leak
2901.wav,tender,tender
2902.wav,sender,sender
2903.wav,said,said
2904.wav,A good attitude is unbeatable,a good attitude is unbeatable
2905.wav,Her position covers a number of daily tasks common to any social director,her position covers a number of daily tasks common to any social director
2906.wav,weep,weep
2907.wav,down,down
2908.wav,Some hotels are available nearby,some hotels are available nearby
2909.wav,hash,hash
2910.wav,catch,catch
2911.wav,beast,beast
2912.wav,rock,rock
2913.wav,lend,lend
2914.wav,We just didn't look good,we just didnt look good
2915.wav,I don't think it's a good idea,i dont think its a good idea
2916.wav,nod,nod
2917.wav,sin,sin
2918.wav,Nobody really expects to evacuate,nobody really expects to evacuate
2919.wav,meats,meats
2920.wav,I tell you it was wonderful,i tell you it was wonderful
2921.wav,wit,wit
2922.wav,The results were very disappointing,the results were very disappointing
2923.wav,meat,meat
2924.wav,The hotel owner shrugged,the hotel owner shrugged
2925.wav,The four brothers looked identical,the four brothers looked identical
2926.wav,seam,seam
2927.wav,best,best
2928.wav,shot,shot
2929.wav,tail,tail
2930.wav,red,red
2931.wav,ember,ember
2932.wav,hand,hand
2933.wav,romeo,romeo
2934.wav,That's what life is really all about,thats what life is really all about
2935.wav,gas,gas
2936.wav,fit,fit
2937.wav,stretch,stretch
2938.wav,geese,geese
2939.wav,two,two
2940.wav,tango,tango
2941.wav,It's fun to roast marshmallows on a gas burner,its fun to roast marshmallows on a gas burner
2942.wav,woe,woe
2943.wav,feed,feed
2944.wav,dill,dill
2945.wav,hold,hold
2946.wav,Etiquette mandates compliance with existing regulations,etiquette mandates compliance with existing regulations
2947.wav,ape,ape
2948.wav,shell,shell
2949.wav,eat,eat
2950.wav,nine,nine
2951.wav,lee,lee
2952.wav,Although always alone we survive,although always alone we survive
2953.wav,neat,neat
2954.wav,feet,feet
2955.wav,geese,geese
2956.wav,one,one
2957.wav,People who value themselves are life's winners,people who value themselves are lifes winners
2958.wav,ache,ache
2959.wav,witch,witch
2960.wav,goose,goose
2961.wav,I think I'm full of this stuff,i think im full of this stuff
2962.wav,coat,coat
2963.wav,zulu,zulu
2964.wav,A quick touchdown resulted,a quick touchdown resulted
2965.wav,zip,zip
2966.wav,food,food
2967.wav,I've kept it with me ever since,ive kept it with me ever since
2968.wav,side,side
2969.wav,uniform,uniform
2970.wav,Don't do Charlie's dirty dishes,dont do charlies dirty dishes
2971.wav,sicker,sicker
2972.wav,meat,meat
2973.wav,mock,mock
2974.wav,We just don't,we just dont
2975.wav,Yet he remains the fiercest of competitors,yet he remains the fiercest of competitors
2976.wav,nice,nice
2977.wav,cheer,cheer
2978.wav,sin,sin
2979.wav,eight,eight
2980.wav,Her classical performance gained critical acclaim,her classical performance gained critical acclaim
2981.wav,victor,victor
2982.wav,gash,gash
2983.wav,red,red
2984.wav,Critical equipment needs proper maintenance,critical equipment needs proper maintenance
2985.wav,ash,ash
2986.wav,code,code
2987.wav,The prospect of cutting back spending is an unpleasant one for any governor,the prospect of cutting back spending is an unpleasant one for any governor
2988.wav,yankee,yankee
2989.wav,Elderly people are often excluded,elderly people are often excluded
2990.wav,member,member
2991.wav,Help Greg to pick a peck of potatoes,help greg to pick a peck of potatoes
2992.wav,rip,rip
2993.wav,Some prefer the traditional steel kind,some prefer the traditional steel kind
2994.wav,read,read
2995.wav,ham,ham
2996.wav,cakes,cakes
2997.wav,neat,neat
2998.wav,rake,rake
2999.wav,dug,dug
3000.wav,lock,lock
3001.wav,Do they make any money,do they make any money
3002.wav,The wait for work can be very long,the wait for work can be very long
3003.wav,sight,sight
3004.wav,He is definitely a notch above us,he is definitely a notch above us
3005.wav,chair,chair
3006.wav,tug,tug
3007.wav,Help celebrate your brother's success,help celebrate your brothers success
3008.wav,Beg that guard for one gallon of gas,beg that guard for one gallon of gas
3009.wav,Coconut cream pie makes a nice dessert,coconut cream pie makes a nice dessert
3010.wav,blend,blend
3011.wav,coat,coat
3012.wav,four,four
3013.wav,dress,dress
3014.wav,fort,fort
3015.wav,In fact our whole defensive unit did a good job,in fact our whole defensive unit did a good job
3016.wav,pork,pork
3017.wav,Ambidextrous pickpockets accomplish more,ambidextrous pickpockets accomplish more
3018.wav,see,see
3019.wav,fender,fender
3020.wav,You want him to do well,you want him to do well
3021.wav,heat,heat
3022.wav,forward,forward
3023.wav,reap,reap
3024.wav,renter,renter
3025.wav,flicker,flicker
3026.wav,It was very popular with our fans,it was very popular with our fans
3027.wav,fed,fed
3028.wav,threat,threat
3029.wav,Did dad do academic bidding,did dad do academic bidding
3030.wav,dock,dock
3031.wav,shoot,shoot
3032.wav,much,much
3033.wav,Basketball can be an entertaining sport,basketball can be an entertaining sport
3034.wav,row,row
3035.wav,I also can be quite vocal,i also can be quite vocal
3036.wav,Stimulating discussions keep students' attention,stimulating discussions keep students attention
3037.wav,He asked you for a loan,he asked you for a loan
3038.wav,show,show
3039.wav,hail,hail
3040.wav,in,in
3041.wav,three,three
3042.wav,nut,nut
3043.wav,chip,chip
3044.wav,Biblical scholars argue history,biblical scholars argue history
3045.wav,He really crucified him he nailed it for a yard loss,he really crucified him he nailed it for a yard loss
3046.wav,liquor,liquor
3047.wav,sell,sell
3048.wav,write,write
3049.wav,He played basketball there while working toward a law degree,he played basketball there while working toward a law degree
3050.wav,bend,bend
3051.wav,seat,seat
3052.wav,sea,sea
3053.wav,whisky,whisky
3054.wav,two,two
3055.wav,tea,tea
3056.wav,timber,timber
3057.wav,up,up
3058.wav,five,five
3059.wav,I'm willing to experiment for the first time,im willing to experiment for the first time
3060.wav,Those people are much quicker than I am,those people are much quicker than i am
3061.wav,dead,dead
3062.wav,She suggested we all have dinner together,she suggested we all have dinner together
3063.wav,cash,cash
3064.wav,Suddenly my reflexes are gone,suddenly my reflexes are gone
3065.wav,At twilight on the twelfth day we'll have Chablis,at twilight on the twelfth day well have chablis
3066.wav,bread,bread
3067.wav,Mom strongly dislikes appetizers,mom strongly dislikes appetizers
3068.wav,You can ride stagecoach,you can ride stagecoach
3069.wav,shoot,shoot
3070.wav,sit,sit
3071.wav,sheet,sheet
3072.wav,tin,tin
3073.wav,Please open the window quickly,please open the window quickly
3074.wav,Pete,pete
3075.wav,Trespassers can be prosecuted and fined,trespassers can be prosecuted and fined
3076.wav,sing,sing
3077.wav,foe,foe
3078.wav,gill,gill
3079.wav,I called two different painters,i called two different painters
3080.wav,sew,sew
3081.wav,She doesn't like to have it hanging around,she doesnt like to have it hanging around
3082.wav,temper,temper
3083.wav,right,right
3084.wav,four,four
3085.wav,to,to
3086.wav,Barb's gold bracelet was a graduation present,barbs gold bracelet was a graduation present
3087.wav,goat,goat
3088.wav,Get a calico cat to keep,get a calico cat to keep
3089.wav,The marriage went well from the start,the marriage went well from the start
3090.wav,sierra,sierra
3091.wav,seven,seven
3092.wav,hand,hand
3093.wav,quicker,quicker
3094.wav,fork,fork
3095.wav,ride,ride
3096.wav,fork,fork
3097.wav,dread,dread
3098.wav,I was pleased with the way things went,i was pleased with the way things went
3099.wav,shred,shred
3100.wav,back,back
3101.wav,yes,yes
3102.wav,sheep,sheep
3103.wav,bill,bill
3104.wav,sand,sand
3105.wav,shed,shed
3106.wav,a,a
3107.wav,eat,eat
3108.wav,The fish swam across the pond,the fish swam across the pond
3109.wav,ray,ray
3110.wav,There is definitely some ligament damage in his knee,there is definitely some ligament damage in his knee
3111.wav,knot,knot
3112.wav,blend,blend
3113.wav,sink,sink
3114.wav,wicker,wicker
3115.wav,thread,thread
3116.wav,We have a big house,we have a big house
3117.wav,Each one volunteered to jump first,each one volunteered to jump first
3118.wav,boot,boot
3119.wav,bender,bender
3120.wav,sort,sort
3121.wav,Etiquette mandates compliance with existing regulations,etiquette mandates compliance with existing regulations
3122.wav,meat,meat
3123.wav,ok,ok
3124.wav,Most young rise early every morning,most young rise early every morning
3125.wav,This is a good place though small,this is a good place though small
3126.wav,air,air
3127.wav,one,one
3128.wav,and,and
3129.wav,sitter,sitter
3130.wav,The pair of shoes was new,the pair of shoes was new
3131.wav,He really crucified himself he nailed it for a yard loss,he really crucified himself he nailed it for a yard loss
3132.wav,beam,beam
3133.wav,Life is short and precious,life is short and precious
3134.wav,Her classical performance gained critical acclaim,her classical performance gained critical acclaim
3135.wav,The hotel owner struggled,the hotel owner struggled
3136.wav,We bought a brown chair,we bought a brown chair
3137.wav,Those musicians harmonize marvelously,those musicians harmonize marvelously
3138.wav,left,left
3139.wav,They will take a wedding trip later,they will take a wedding trip later
3140.wav,The sun died at night,the sun died at night
3141.wav,spit,spit
3142.wav,fork,fork
3143.wav,litter,litter
3144.wav,cake,cake
3145.wav,We selected places where families will be welcome,we selected places where families will be welcome
3146.wav,eight,eight
3147.wav,leap,leap
3148.wav,knot,knot
3149.wav,seven,seven
3150.wav,bitter,bitter
3151.wav,Gold can be found anywhere,gold can be found anywhere
3152.wav,fender,fender
3153.wav,toe,toe
3154.wav,Ned,ned
3155.wav,he,he
3156.wav,select,select
3157.wav,Travel is about the only leisure we have,travel is about the only leisure we have
3158.wav,rock,rock
3159.wav,dice,dice
3160.wav,Those musicians harmonize marvelously,those musicians harmonize marvelously
3161.wav,old,old
3162.wav,rake,rake
3163.wav,it,it
3164.wav,reap,reap
3165.wav,beat,beat
3166.wav,sheer,sheer
3167.wav,nice,nice
3168.wav,beef,beef
3169.wav,Whitecapped waves covered the entire bay,whitecapped waves covered the entire bay
3170.wav,beat,beat
3171.wav,bill,bill
3172.wav,xray,xray
3173.wav,nice,nice
3174.wav,So if anybody solicits by phone make sure you mail the dough to the above,so if anybody solicits by phone make sure you mail the dough to the above
3175.wav,night,night
3176.wav,Grandmother outgrew her upbringing in petticoats,grandmother outgrew her upbringing in petticoats
3177.wav,mill,mill
3178.wav,she,she
3179.wav,walk,walk
3180.wav,guess,guess
3181.wav,thread,thread
3182.wav,Only lawyers love millionaires,only lawyers love millionaires
3183.wav,short,short
3184.wav,nest,nest
3185.wav,beep,beep
3186.wav,six,six
3187.wav,Catastrophic economic cutbacks neglect the poor,catastrophic economic cutbacks neglect the poor
3188.wav,zero,zero
3189.wav,sticks,sticks
3190.wav,wise,wise
3191.wav,me,me
3192.wav,A fire in straw makes a quick blaze,a fire in straw makes a quick blaze
